X1,GEO.id2,STATEFP,COUNTYFP,TRACTCE,POPULATION,LATITUDE,LONGITUDE,GEO.display.label,Median_house_value,Total_units,Vacant_units,Median_rooms,Mean_household_size_owners,Mean_household_size_renters,Built_2005_or_later,Built_2000_to_2004,Built_1990s,Built_1980s,Built_1970s,Built_1960s,Built_1950s,Built_1940s,Built_1939_or_earlier,Bedrooms_0,Bedrooms_1,Bedrooms_2,Bedrooms_3,Bedrooms_4,Bedrooms_5_or_more,Owners,Renters,Median_household_income,Mean_household_income
7208,6085510100,6,85,510100,2948,37.341387,-122.080149,"Census Tract 5101, Santa Clara County, California",,1131,25,7.4,2.8,3.79,3.2,1.9,0.7,1.9,23.2,33.5,32.1,2.5,1,0,0,3.4,29.7,52.2,14.8,96.6,3.4,196855,267884
4026,6059052427,6,59,52427,5119,33.684812,-117.652411,"Census Tract 524.27, Orange County, California",602400,1792,77,6.3,3.33,2.16,1.2,1.8,88.4,7.8,0,0.7,0,0,0,0.6,11.7,15.5,28.6,38.5,5.2,83.3,16.7,115771,122515
5395,6071002037,6,71,2037,7739,34.115422,-117.507225,"Census Tract 20.37, San Bernardino County, California",341700,2122,105,6.7,4.09,6.22,2,22.7,24.2,50,1.1,0,0,0,0,0,0,4.3,37.1,50.4,8.2,84.9,15.1,95033,103232
1071,6029004301,6,29,4301,7416,35.586911,-119.346913,"Census Tract 43.01, Kern County, California",155900,2090,127,5.2,4.05,3.99,12,33.3,15.1,12.4,12.1,4.6,4.8,1.9,3.8,0,5.8,23.8,46.4,21.3,2.6,58.7,41.3,41491,50777
2599,6037481712,6,37,481712,5225,34.066533,-118.112046,"Census Tract 4817.12, Los Angeles County, California",481700,1644,100,4.2,3.56,3.14,4.2,4.4,8.6,10.5,12.5,16,14.6,22.8,6.4,3.6,17.4,46.8,22.7,5.5,3.9,29.9,70.1,36176,47142
4815,6065044404,6,65,44404,1860,33.741368,-116.736311,"Census Tract 444.04, Riverside County, California",271500,1728,1224,4.8,1.99,1.98,0.8,0,15.7,16.8,23.8,22.5,13.4,2.7,4.2,6,8.5,51.9,20.7,10.6,2.3,76.8,23.2,44924,60752
4753,6065043271,6,65,43271,3930,33.602117,-117.277924,"Census Tract 432.71, Riverside County, California",289000,1164,110,6.1,3.5,3.79,10.7,23.8,17.1,27.9,14.9,4.6,0,0,1,0,0,14,53.5,23,9.5,73.1,26.9,62128,77804
8101,42003070900,42,3,70900,4934,40.452522,-79.94194,"Census Tract 709, Allegheny County, Pennsylvania",367600,3058,398,3.4,2.06,1.48,1.7,5.3,4.6,13.3,14.4,9.5,6.7,8.3,36.2,15.2,39,28.3,6.6,7.1,3.9,28.6,71.4,41337,85687
4453,6061021046,6,61,21046,4754,38.764193,-121.304631,"Census Tract 210.46, Placer County, California",269000,2252,72,4.2,2.38,2,5.9,18.1,33.4,32.8,6.9,1.9,0,0,1,4.7,26.8,33.2,20.3,11.9,3.2,44,56,47432,64925
2714,6037531101,6,37,531101,5091,34.036669,-118.188701,"Census Tract 5311.01, Los Angeles County, California",340900,1289,15,4.5,3.84,3.91,0,0,0.4,0,3.8,19.7,13.7,10.2,52.2,6.7,20.9,32.9,32.4,6.1,1,39,61,37669,43836
7703,6101050101,6,101,50101,6438,39.157854,-121.628829,"Census Tract 501.01, Sutter County, California",248600,2404,138,4.7,3.05,2.62,8.5,5.4,4.8,25,29.5,14.6,5.6,3.7,2.7,1.4,18.9,37.4,25.7,12,4.6,43,57,39146,51787
1269,6037113303,6,37,113303,4006,34.246343,-118.574424,"Census Tract 1133.03, Los Angeles County, California",458700,1436,37,5.8,2.96,3.56,0,0,4.8,2.2,6.1,26.3,56.6,3.1,0.8,0,5.4,8.1,68.3,18,0.2,81.1,18.9,78015,85410
4831,6065044606,6,65,44606,2852,33.853008,-116.569014,"Census Tract 446.06, Riverside County, California",422100,2399,1278,4.8,2.04,1.35,5.8,12.7,5.6,15.8,11.9,14.4,11.8,12.3,9.8,5.5,19.2,24.9,39.8,6.7,4,54.2,45.8,58861,95698
9946,42079201600,42,79,201600,2833,41.265639,-75.839567,"Census Tract 2016, Luzerne County, Pennsylvania",91700,1513,167,5.6,2.24,1.81,1.3,0,3.2,6.5,14.6,5.1,4.7,8.8,55.8,1,13.2,32.7,37.3,13.3,2.6,66,34,37255,47957
2138,6037295103,6,37,295103,4875,33.763059,-118.303266,"Census Tract 2951.03, Los Angeles County, California",476000,2031,0,5.1,2.45,2.68,2.6,0,2.5,22.2,32.5,35,5.2,0,0,0,3.2,40.8,34.2,20.8,0.9,81,19,91406,102189
1511,6037141700,6,37,141700,3091,34.13879,-118.436993,"Census Tract 1417, Los Angeles County, California",,1355,75,6.5,2.29,3.29,0,5.6,3.8,2.9,8,23.5,37.9,7.5,10.7,0,2.7,18.6,41.8,21.5,15.4,97.6,2.4,141792,257896
5316,6071000603,6,71,603,5576,34.029864,-117.685019,"Census Tract 6.03, San Bernardino County, California",395600,1659,225,5.1,3.27,3.16,0,3.5,2.2,24.6,28.3,38.9,2.5,0,0,5.3,14.3,26.1,30.4,22.4,1.4,55.1,44.9,51063,59630
3301,6037701801,6,37,701801,5867,34.025873,-118.466338,"Census Tract 7018.01, Los Angeles County, California",601300,2851,369,3.5,2.56,2.16,4.7,5.3,2.2,3.1,14.9,22.8,26.9,16.2,4,5.7,48.3,29.9,13,3.1,0,21.2,78.8,47843,66527
2212,6037310703,6,37,310703,5114,34.178702,-118.298927,"Census Tract 3107.03, Los Angeles County, California",456800,2120,0,3.5,3.2,2.49,4.2,0,6.2,12.7,32.1,13.3,8.3,10.3,12.8,2.2,35.8,50.5,10.9,0.7,0,11.5,88.5,53811,55411
632,6013385100,6,13,385100,2765,37.924178,-122.295303,"Census Tract 3851, Contra Costa County, California",731700,1170,75,6.4,2.27,2.09,0,0.9,6.4,8.2,14.7,17.5,33.6,15.1,3.5,0.5,5.7,12.3,47.1,22.1,12.2,89.8,10.2,106359,134991
4936,6065049800,6,65,49800,3771,33.553337,-117.206805,"Census Tract 498, Riverside County, California",217300,1407,140,4.8,2.81,2.66,42,26.9,2.6,12,8.6,0.9,3.6,0,3.5,0,15,38.5,43.2,3.3,0,51.6,48.4,35929,51062
7463,6095252401,6,95,252401,4559,38.253336,-122.058079,"Census Tract 2524.01, Solano County, California",229200,1431,221,5.6,2.93,3.52,3.8,8.4,0.4,0,3.3,9.6,66.5,6.8,1.3,0,6.4,17.1,58.1,17.2,1.1,64.2,35.8,48870,55285
4228,6059087001,6,59,87001,5537,33.826771,-117.979796,"Census Tract 870.01, Orange County, California",444000,1708,106,4.2,3.03,3.59,0.7,1,8,5.6,17.3,29.2,29.8,6.4,2,13.5,9.1,30.2,31.9,12.2,3.2,46.6,53.4,44632,55741
100,6001409500,6,1,409500,3122,37.751321,-122.180804,"Census Tract 4095, Alameda County, California",348600,1034,174,4.8,3.99,4.05,6.3,2.7,0,0,1.4,12.5,22.4,26,28.7,2.5,11.5,41.3,32.8,11.9,0,33.7,66.3,34167,47780
2055,6037270100,6,37,270100,4412,34.026827,-118.398221,"Census Tract 2701, Los Angeles County, California",442700,2434,20,3.5,1.7,1.82,0.5,0.5,3.8,23.3,28,30.7,6.1,4.5,2.6,8.3,50,40.9,0.3,0,0.5,10.4,89.6,57911,66395
8576,42011001300,42,11,1300,2970,40.340841,-75.928833,"Census Tract 13, Berks County, Pennsylvania",60300,1304,422,5,2.79,2.71,0.4,4.8,4.5,3.9,0,1.6,12.6,6.7,65.4,4.1,25.5,28.2,19.2,8.3,14.7,31.7,68.3,22000,31265
7692,6099003802,6,99,3802,5860,37.486735,-120.855574,"Census Tract 38.02, Stanislaus County, California",155900,1682,210,4.4,3.96,3.56,2.6,9.8,6.2,11.8,9.2,14.9,10.8,19.2,15.7,0.6,18.1,43.3,27.3,8.1,2.6,38.7,61.3,30115,40208
1215,6037106405,6,37,106405,3966,34.316644,-118.446372,"Census Tract 1064.05, Los Angeles County, California",295300,1073,145,4.9,3.67,3.16,0,6.7,8.3,45,6.6,9.9,18.3,4.5,0.7,6.2,6.3,39.2,41.6,6.7,0,62.6,37.4,55811,61032
2615,6037482402,6,37,482402,6971,34.051787,-118.085263,"Census Tract 4824.02, Los Angeles County, California",409400,2177,92,5.1,3.51,3.14,2.7,1.1,1.5,16.3,21.4,20.7,25.2,6.1,5,1.4,4,34.4,40.4,15.5,4.3,56.9,43.1,48926,63670
1365,6037124104,6,37,124104,2439,34.184848,-118.384308,"Census Tract 1241.04, Los Angeles County, California",458600,1062,20,3.4,3.36,2.77,0,0,2,14,37.7,25,10.9,6.4,4,9.6,44.1,39,3.2,2.2,2,12.4,87.6,43828,47463
7460,6095252315,6,95,252315,4393,38.284425,-122.014333,"Census Tract 2523.15, Solano County, California",415200,1371,93,6.8,2.97,3.51,0,7.9,15,53.8,20.9,0,1.5,0.9,0,0,2.3,4.1,34.9,54.5,4.2,89,11,94167,97197
3002,6037570502,6,37,570502,6616,33.868413,-118.169902,"Census Tract 5705.02, Los Angeles County, California",368600,1905,189,4.7,3.91,3.67,2,0,1.9,2.8,13.4,9.8,21.7,23.5,24.8,2.4,11.6,46.6,33,5.6,0.8,57.6,42.4,53316,61661
3050,6037573700,6,37,573700,4554,33.825267,-118.110254,"Census Tract 5737, Los Angeles County, California",494000,1785,13,5.9,2.71,3.48,2.9,0,0,0.7,1.6,1.2,82.9,8.2,2.6,0.6,0,21.9,63.9,10.9,2.7,81.4,18.6,110703,116176
11188,42133000300,42,133,300,2363,39.968912,-76.715869,"Census Tract 3, York County, Pennsylvania",76300,1046,71,5.8,2.62,2.66,0.7,0,3.2,1.6,1.4,4,31.4,8,49.7,6.6,14.3,21.7,28.3,18.3,10.8,48.7,51.3,29688,35431
8127,42003130300,42,3,130300,1153,40.455168,-79.89654,"Census Tract 1303, Allegheny County, Pennsylvania",33000,847,308,5.3,2.09,1.39,4.7,1.3,6.1,8.1,8.3,2.4,12.2,9.9,47,0,33.1,16.4,42.7,7.8,0,42.7,57.3,14805,28998
9863,42077001000,42,77,1000,3151,40.607606,-75.471949,"Census Tract 10, Lehigh County, Pennsylvania",83800,1268,292,4.6,2.81,3.11,3.3,1.3,0,0.9,4.6,8.4,7.9,12.9,60.6,2.2,24.1,32.1,20.4,11.3,9.9,27.8,72.2,23578,29896
8025,6113010608,6,113,10608,5882,38.539939,-121.722062,"Census Tract 106.08, Yolo County, California",531800,2045,136,5.2,2.88,3.23,2.5,7.7,45.5,15.6,19.2,5.1,2.6,0,1.7,4.4,10.2,24.1,35.3,23.3,2.7,34.9,65.1,52141,80725
5274,6067009638,6,67,9638,4330,38.343088,-121.420716,"Census Tract 96.38, Sacramento County, California",352400,818,2,5.6,2.51,2.75,39.1,5.6,5.7,2.6,10.3,12,6.5,4.5,13.7,0,2.8,38.5,34.2,17.1,7.3,53.6,46.4,68555,74560
1002,6029001700,6,29,1700,4287,35.381815,-119.03056,"Census Tract 17, Kern County, California",249500,1997,196,5,2.09,1.64,0,0.7,2.6,0.9,11.2,8,29.5,19.9,27.3,2.8,25.2,28.1,32.6,10.5,0.7,54.1,45.9,46425,86030
2048,6037269700,6,37,269700,4085,34.03601,-118.387274,"Census Tract 2697, Los Angeles County, California",647100,1740,63,4.6,2.65,2.05,0,2,2.7,6.6,5.9,14.3,22.4,11.6,34.6,0.5,20.2,51,23.6,2.6,2,45,55,67349,85882
9020,42029302802,42,29,302802,5335,40.007304,-75.559314,"Census Tract 3028.02, Chester County, Pennsylvania",507300,1831,84,8.5,2.79,2.83,1.7,14.9,24.1,16.9,13.5,18.2,4.5,1,5.1,0,0.4,13.1,26.2,49.9,10.4,93.9,6.1,116838,156425
3092,6037576601,6,37,576601,4399,33.766798,-118.17914,"Census Tract 5766.01, Los Angeles County, California",517800,3108,282,3.3,1.51,1.66,0.4,2.4,4.2,3.7,12.5,9.9,14.5,3.8,48.6,15.7,48.1,29.2,5.4,1.5,0,24.5,75.5,46159,64428
7630,6099000803,6,99,803,4789,37.678042,-121.038434,"Census Tract 8.03, Stanislaus County, California",85700,1674,228,4.9,2.46,3.36,0.4,6.5,12.4,13,42.8,13.4,6.8,4,0.8,5.1,2.3,51.9,34.5,4.7,1.5,53,47,35256,42349
6112,6073017107,6,73,17107,2871,33.061726,-117.250284,"Census Tract 171.07, San Diego County, California",658900,1000,98,6.9,3.01,2.91,0,4.8,4.7,83.1,7.4,0,0,0,0,1,0,1.3,45.5,44,8.2,92.9,7.1,116250,142997
2996,6037570303,6,37,570303,4247,33.859545,-118.190783,"Census Tract 5703.03, Los Angeles County, California",246300,1238,77,4.2,3.79,3.29,0,0,4.8,8.6,13.6,20.9,13.2,21.5,17.5,2.4,31.2,43.5,19.7,3.2,0,40.5,59.5,51563,50724
4365,6059099702,6,59,99702,8182,33.741062,-117.984465,"Census Tract 997.02, Orange County, California",477400,2526,145,4.9,3.38,3.28,0.6,6,1.3,13.1,38.6,20,18,2,0.3,9.2,8,25.4,33.3,19.4,4.7,61.2,38.8,54884,72781
7324,6087120800,6,87,120800,5863,37.028704,-122.031544,"Census Tract 1208, Santa Cruz County, California",722000,2470,59,6,2.62,1.76,3.4,1.9,9.7,15.7,26,29.3,9.7,1.9,2.3,1.8,6.9,24.6,41.7,17,8,79.7,20.3,92819,128811
7166,6085508204,6,85,508204,4194,37.34561,-122.017285,"Census Tract 5082.04, Santa Clara County, California",859500,1534,83,5.5,2.78,3.37,0,0.8,8.3,16.7,9.7,34.7,25.2,2,2.6,0,10.3,19,39.9,21.5,9.3,73.1,26.9,116932,145077
410,6007002700,6,7,2700,5478,39.514717,-121.531173,"Census Tract 27, Butte County, California",212800,2278,42,5.6,2.54,2.31,2.7,0.7,7.2,7.6,11.2,24.3,28.8,7.2,10.4,0.6,10.7,27,50.5,8.9,2.4,64.7,35.3,47548,56364
10357,42091210300,42,91,210300,3921,40.101057,-75.215939,"Census Tract 2103, Montgomery County, Pennsylvania",349400,1571,120,6.6,2.7,1.61,1.3,2.2,10.3,6.2,5.5,8.3,36,7.1,23.2,2.2,14.6,11.6,42,26.5,3,78.4,21.6,102875,131725
5200,6067008910,6,67,8910,3486,38.59248,-121.310724,"Census Tract 89.10, Sacramento County, California",174100,1405,115,5.3,2.57,3.03,0,1.5,0,4.3,13.1,11.5,65.5,4.1,0,0,11.5,19.8,57.9,10.9,0,58.9,41.1,51538,58958
4372,6059099904,6,59,99904,6352,33.764802,-118.003729,"Census Tract 999.04, Orange County, California",436100,1956,83,4.1,3.36,3.16,0.2,3.6,5.8,17.4,23.2,22.8,22.5,2.9,1.6,3.9,10.8,54.2,23.5,7.2,0.3,23.6,76.4,37202,51146
9009,42029302203,42,29,302203,5427,40.007088,-75.63,"Census Tract 3022.03, Chester County, Pennsylvania",325600,2015,51,7,2.75,3.48,1.1,21.5,15.3,18.3,17.3,12.3,9.9,2,2.3,0,0,7.1,51.5,34.5,6.8,95.8,4.2,115486,132571
4063,6059062631,6,59,62631,3303,33.640374,-117.811367,"Census Tract 626.31, Orange County, California",942100,1288,30,6.9,2.46,4.28,0,0,0,20.1,67.9,9.3,1,1.7,0,0,0,16.6,29.7,43.8,9.9,95.8,4.2,114732,169581
3874,6059011504,6,59,11504,5473,33.881288,-117.881583,"Census Tract 115.04, Orange County, California",284400,2159,278,3.5,2.51,2.29,1.1,0,3,6.9,62,21.8,2.5,0.4,2.3,11.9,41.9,39.8,6.3,0,0,9.8,90.2,37153,46118
247,6001438204,6,1,438204,5368,37.627421,-122.059399,"Census Tract 4382.04, Alameda County, California",165300,1892,124,5.1,3.16,4.21,4,8,8.1,23.3,32.9,8.4,14.9,0,0.5,2.8,5,43,35.6,11.5,2.1,88.9,11.1,66111,77618
5861,6073008901,6,73,8901,4805,32.772935,-117.172004,"Census Tract 89.01, San Diego County, California",335500,2386,129,4.1,2.03,2.23,1.9,0.4,6.5,32.7,35.3,6.5,5.3,11.4,0.1,3.1,25.9,50.5,14.1,5.5,1,47.5,52.5,54081,68964
4649,6065042404,6,65,42404,2038,33.943929,-117.231875,"Census Tract 424.04, Riverside County, California",147600,594,43,5.8,3.6,3.66,0.3,0,5.2,44.1,26.1,22.1,2.2,0,0,0,0,10.1,51.5,38.4,0,71,29,60679,55807
7504,6095253402,6,95,253402,6940,38.443001,-121.823904,"Census Tract 2534.02, Solano County, California",297500,2520,181,5.1,3.01,2.71,15,15.4,7,13.2,8.7,9.1,14.1,5.7,11.7,1,13.1,23.5,38,17.7,6.7,55.1,44.9,59472,73553
10810,42101036100,42,101,36100,4083,40.097193,-74.988418,"Census Tract 361, Philadelphia County, Pennsylvania",230200,1607,93,6.1,2.92,2.65,0,0,0.6,8,22.8,37.3,25,5.2,1.1,1.6,13.8,19.1,54.5,10.5,0.6,62,38,54008,56785
5993,6073013702,6,73,13702,5357,32.741879,-116.998837,"Census Tract 137.02, San Diego County, California",384100,1764,182,5.4,2.8,3.45,0,1.5,10.3,23.6,24.7,21.9,7.8,6.5,3.7,1.3,8.5,32.1,38.2,17.1,2.8,53.6,46.4,56852,68933
6738,6081605700,6,81,605700,5273,37.549422,-122.347644,"Census Tract 6057, San Mateo County, California",,1782,64,,3.16,2.93,0.8,0.6,5.7,7.1,28.8,11.4,20.3,8.5,16.8,0,0.4,2.3,18.6,44.5,34.2,96,4,250001,368169
5603,6071010025,6,71,10025,7405,34.484751,-117.321221,"Census Tract 100.25, San Bernardino County, California",120700,2605,385,4.8,3.17,3.16,10.7,10.4,12.6,38.3,23.1,4,0.9,0,0,2.5,4.1,41,31.2,15.7,5.6,54.7,45.3,46156,50775
1700,6037205120,6,37,205120,3618,34.021218,-118.209313,"Census Tract 2051.20, Los Angeles County, California",430000,999,104,3.6,3.84,3.69,0,0.5,0,15.4,10.7,42.4,14.2,9.8,6.9,32.1,15.2,35.9,11.5,5.2,0,6.9,93.1,25450,31455
10409,42095017000,42,95,17000,2130,40.747603,-75.257176,"Census Tract 170, Northampton County, Pennsylvania",221100,757,24,6.2,2.89,1.89,3.4,8.5,9.2,5,11.4,9,11.2,4.6,37.6,0,11,11.9,50.1,24.4,2.6,78.3,21.7,60197,69552
10657,42101019900,42,101,19900,4419,40.005755,-75.143191,"Census Tract 199, Philadelphia County, Pennsylvania",42100,1683,333,5.8,3.1,3.92,1.2,1.1,0.8,0,8.4,0.9,12.5,27.2,47.8,1.9,7.1,27.4,46,15.5,2,54,46,18557,28136
6863,6083001800,6,83,1800,1245,34.90705,-119.732201,"Census Tract 18, Santa Barbara County, California",171600,611,232,5.1,2.6,2.96,1.6,5.2,11.1,11.8,7.2,9,34,6.5,13.4,1.8,13.4,32.9,36.2,14.7,1,64.9,35.1,46250,67927
9295,42045401103,42,45,401103,3503,39.956115,-75.310963,"Census Tract 4011.03, Delaware County, Pennsylvania",292400,1276,115,7.1,3.18,1.69,0,0,0,0,2.5,3.4,21.6,35.4,37.1,0,13.9,12.2,21.2,39.3,13.4,80,20,86890,102737
9288,42045400600,42,45,400600,5316,39.965503,-75.284329,"Census Tract 4006, Delaware County, Pennsylvania",168100,2136,73,6.3,3.14,2.05,0,0,0,0.8,3.6,10.4,17.6,27.9,39.7,1,13,8.9,47.8,23.1,6.3,73.1,26.9,60394,69280
185,6001432100,6,1,432100,3770,37.7361,-122.147254,"Census Tract 4321, Alameda County, California",464000,1408,68,5.6,2.84,2.3,1.4,0,0,0,6.8,7.9,8.6,16.5,58.8,3.6,9.4,34.2,44.7,7.2,0.9,82.4,17.6,93220,100372
11162,42129807100,42,129,807100,3336,40.21376,-79.490026,"Census Tract 8071, Westmoreland County, Pennsylvania",120400,1506,54,6,2.53,1.38,2.9,2.5,2.3,11,11.6,10.6,9.2,6.8,43.2,0.7,1.4,27.1,51.7,17.2,1.9,86,14,46875,56215
1301,6037119201,6,37,119201,4137,34.246438,-118.441233,"Census Tract 1192.01, Los Angeles County, California",339800,888,14,5.3,4.74,5.04,0,0,0.5,1.1,6.4,7.7,72.5,9.6,2.3,4.7,0.5,8.4,76.5,9.9,0,73.9,26.1,56140,75838
173,6001430102,6,1,430102,2285,37.720897,-122.049457,"Census Tract 4301.02, Alameda County, California",684500,910,20,6.9,2.51,2.01,0,1.5,2,5.6,44.5,32.6,8.4,5.4,0,0,0,16.8,22.2,53.2,7.8,90.8,9.2,127344,137432
2284,6037402705,6,37,402705,3328,34.071825,-117.731029,"Census Tract 4027.05, Los Angeles County, California",289900,895,0,5.8,3.67,3.65,0,0,0,4.4,0.8,20.2,66.1,4.9,3.6,0,0,9.6,66.9,17.9,5.6,87.5,12.5,72007,74317
1670,6037201401,6,37,201401,4803,34.081935,-118.183484,"Census Tract 2014.01, Los Angeles County, California",340000,1451,51,4.9,3.3,3.89,0,5.7,33.3,8.4,9,2.3,6.5,7.9,27.1,2.9,12.1,38.1,24.5,21.1,1.3,51.9,48.1,41964,56897
9890,42077005602,42,77,5602,5170,40.660095,-75.494733,"Census Tract 56.02, Lehigh County, Pennsylvania",202500,2195,162,6.3,2.57,2.12,2,0,8.7,10.6,10.6,22.6,7.3,8.2,30,0,11,14.7,54.2,20.1,0,75.7,24.3,55688,66374
5216,6067009109,6,67,9109,4842,38.555583,-121.359811,"Census Tract 91.09, Sacramento County, California",254800,1791,48,6.2,2.67,3.6,0,0,2,4.2,72.2,5.1,15.6,0,0.8,0,0,2.1,53.4,39.2,5.4,84.1,15.9,79360,84405
10224,42091202401,42,91,202401,3554,40.072671,-75.147718,"Census Tract 2024.01, Montgomery County, Pennsylvania",,1935,269,3.5,,1.92,1.7,2,4.8,3.8,2.6,7.8,37.2,25,15.2,0.2,57.3,39.5,2.6,0,0.4,0,100,40696,42432
502,6013327000,6,13,327000,6695,37.993691,-122.048159,"Census Tract 3270, Contra Costa County, California",125800,2956,200,4.9,2.38,2.94,1,1.1,2.2,5.8,50.9,14.5,17.1,5.2,2.2,0.4,12.2,43.9,35.5,7.3,0.6,73.7,26.3,47750,58624
2804,6037535501,6,37,535501,3866,33.960986,-118.221714,"Census Tract 5355.01, Los Angeles County, California",321900,1068,70,3.4,4.79,3.39,0,1.2,0,9.2,8.1,27,26.4,7.5,20.7,0,56.1,32.7,5.6,4.3,1.3,14.2,85.8,37829,39161
3544,6041102202,6,41,102202,5885,38.11645,-122.591928,"Census Tract 1022.02, Marin County, California",636200,2279,20,6.3,2.72,2.13,1.1,2.5,5,4.7,27.6,38.1,19.5,1.5,0,0.5,4.5,14.2,40.7,36.9,3.2,76.3,23.7,76220,87630
4382,6059110010,6,59,110010,4526,33.792307,-118.020191,"Census Tract 1100.10, Orange County, California",569200,1380,0,6.2,3.33,3.52,0.7,0.9,0.7,0.5,36.8,48.6,11.2,0.7,0,0,0,0.7,54.3,35.4,9.6,86.8,13.2,111750,114428
5456,6071003900,6,71,3900,5484,34.099659,-117.360921,"Census Tract 39, San Bernardino County, California",147800,1372,59,5.3,3.71,4.98,0,1.7,0.9,8.1,12.8,25.9,40.2,8.5,1.7,0.9,7,23,50.6,16.9,1.7,75.6,24.4,47230,59247
1011,6029002302,6,29,2302,3378,35.365069,-118.974039,"Census Tract 23.02, Kern County, California",159700,818,28,4.8,4.4,3.7,11.5,1.5,2.4,1.6,4.3,24,25.3,22.4,7.1,2.2,3.2,36.1,50.6,7.2,0.7,56.5,43.5,25041,30993
522,6013337300,6,13,337300,6098,37.939581,-122.011453,"Census Tract 3373, Contra Costa County, California",681100,2353,151,6.9,2.81,2.66,4,1.8,1.7,14.7,25.5,47,5.3,0,0,0.6,4.9,10.8,28.8,46.7,8.2,79.5,20.5,119943,143276
2050,6037269903,6,37,269903,3650,34.021027,-118.406526,"Census Tract 2699.03, Los Angeles County, California",468300,1949,41,3.2,2.17,1.9,2.3,0,10.1,12.7,27.6,17.2,23,4,3.2,9.4,52.1,34.6,3.2,0.7,0,3.4,96.6,45625,55378
460,6013306004,6,13,306004,3324,38.008939,-121.789816,"Census Tract 3060.04, Contra Costa County, California",357600,1264,132,5.1,2.89,2.53,1.5,0,6.1,30,25,21,8.7,0,7.8,2.5,7.9,22.8,52.4,12.8,1.7,50.7,49.3,46083,61592
11041,42125761000,42,125,761000,5411,40.121088,-80.069453,"Census Tract 7610, Washington County, Pennsylvania",148700,2402,238,6,2.52,2.53,1.8,3.5,11.3,9,17,6.2,10.3,6.7,34.1,0.3,4.2,33.3,43.7,14.4,4.2,84.6,15.4,53696,69682
4870,6065045121,6,65,45121,5457,33.69119,-116.282924,"Census Tract 451.21, Riverside County, California",631500,4033,1493,5.8,2.35,1.61,9.7,41.4,41.2,4.3,1.1,1.9,0.4,0,0,1.6,9.5,12.5,50.5,23.4,2.4,76.4,23.6,88182,124590
1608,6037191610,6,37,191610,4502,34.086621,-118.305878,"Census Tract 1916.10, Los Angeles County, California",526400,1536,136,3.6,3.2,3.23,0,0,10.7,6.6,11.1,11.7,15.2,6.7,38,7.7,44.9,36,7.7,3.6,0.1,17.5,82.5,39219,53439
3433,6037920020,6,37,920020,6954,34.457751,-118.497437,"Census Tract 9200.20, Los Angeles County, California",447000,2219,74,6.3,3.28,3.04,0,12.2,12.6,11.7,31.3,30.7,1.5,0,0,0.4,0.9,16.2,38.2,37.8,6.5,86.3,13.7,96409,120734
1283,6037115403,6,37,115403,3188,34.224204,-118.531732,"Census Tract 1154.03, Los Angeles County, California",462500,1025,11,4,3.13,3.24,5.8,3.1,0,0,24.4,27.1,30.4,6.8,2.3,7.1,27.9,34,24.4,6.2,0.4,21.6,78.4,45605,58362
3856,6059001706,6,59,1706,3869,33.893003,-117.93702,"Census Tract 17.06, Orange County, California",913200,1380,104,7.3,2.72,1.28,1.3,1.7,6.5,6.2,5.6,27.8,36.4,13.6,1,2.4,8.8,7.7,31.4,35.7,14.1,82.4,17.6,108864,157562
9072,42029307400,42,29,307400,3593,39.95861,-75.919698,"Census Tract 3074, Chester County, Pennsylvania",195500,1434,130,6.2,2.85,2.45,0.9,8.2,9.1,16,5.6,7,9.2,5,39,2.2,14.6,20.5,47,14.8,0.8,74.7,25.3,66071,72294
8897,42021010200,42,21,10200,1543,40.347597,-78.88515,"Census Tract 102, Cambria County, Pennsylvania",36600,878,162,6.2,2.4,2.27,0,0,0.3,1.1,1.4,4,8.3,9.5,75.4,0.9,3.6,30,46.5,14.6,4.4,67.3,32.7,30833,38909
6443,6075033000,6,75,33000,7764,37.739497,-122.485449,"Census Tract 330, San Francisco County, California",798500,2802,56,5.6,2.98,2.64,0,0,1.5,1.4,1.7,5.4,7.6,29.6,52.6,0.5,7.8,43.7,32.7,11.5,3.8,66.9,33.1,107969,114735
4270,6059088403,6,59,88403,6896,33.789455,-117.910739,"Census Tract 884.03, Orange County, California",365000,1821,31,4.9,3.58,3.74,7.9,0,12.9,19.1,9.5,13.9,34.8,0.8,1.3,1.6,9.1,36,39.4,12,1.9,62.4,37.6,67222,76482
5803,6073008307,6,73,8307,3794,32.852453,-117.211435,"Census Tract 83.07, San Diego County, California",634900,1587,6,6.3,2.37,2.21,0,1.4,0.8,10.6,17.8,67.3,1.5,0,0.5,1.9,8.8,11.3,34.7,31.7,11.6,80.4,19.6,90884,130376
1128,6031000500,6,31,500,5476,36.317365,-119.709386,"Census Tract 5, Kings County, California",193800,1602,87,5.5,3.18,3.61,1.3,6.5,14.6,11.8,23.5,16.2,5.6,8,12.5,1.2,3.5,24.2,53.9,16.3,0.9,66.5,33.5,46362,57868
5290,6071000103,6,71,103,4740,34.013925,-117.749944,"Census Tract 1.03, San Bernardino County, California",464900,1712,144,5.4,3.05,2.81,0.1,0.6,12.1,82.9,3.6,0.7,0,0,0,0,8.5,37.1,23.5,23.2,7.6,70.3,29.7,82083,109140
